dataset,subject,n_bands,n_channels,n_trials,best_band,best_band_acc,acc_spread,band_acc,logvar_li_argmax,logvar_li_correct,logvar_li_rho,logvar_li_maxw,logvar_li_entropy,logvar_li_mi_max,logvar_li_acc_cost,logpower_argmax,logpower_correct,logpower_rho,logpower_maxw,logpower_entropy,logpower_mi_max,logpower_acc_cost,csp_argmax,csp_correct,csp_rho,csp_maxw,csp_entropy,csp_mi_max,csp_acc_cost
Cho2017,51,7,64,200,1,0.595,0.12,0.5150;0.5950;0.4750;0.4800;0.4950;0.4950;0.5000,4,0,-0.5357142857142858,0.3251450568743039,1.805097503119662,0.023774813728205373,0.10000000000000003,1,1,0.8214285714285715,0.18331669276268414,1.9352014198436118,0.019609928887067793,0.0,4,0,-0.39285714285714296,0.40058485870296995,1.3681681941655623,0.1776703297495855,0.10000000000000003
Cho2017,52,7,64,200,6,0.6849999999999999,0.21999999999999992,0.4650;0.5300;0.6400;0.5250;0.5100;0.5250;0.6850,5,0,-0.21428571428571433,0.24870662663103982,1.841550361804438,0.027974831110425535,0.15999999999999992,6,1,0.0,0.1887905874971904,1.9327678837258047,0.01771514350484684,0.0,6,1,0.9285714285714288,0.26957462946949107,1.5885756601588394,0.18574192933895078,0.0
Dreyer2023,1,7,27,240,1,0.875,0.3375,0.6167;0.8750;0.6583;0.5542;0.6417;0.5375;0.6000,1,1,0.5357142857142858,0.5356328671010951,1.5159289617894904,0.0374893051562147,0.0,1,1,0.5714285714285715,0.18219542328112706,1.925201163796701,0.01684300549544239,0.0,1,1,0.8214285714285715,0.9510443333674677,0.251072540327097,0.17296165234043484,0.0
Dreyer2023,2,7,27,240,2,0.6625,0.22083333333333327,0.4917;0.5750;0.6625;0.4417;0.5000;0.4708;0.5208,2,1,0.01801874925391118,0.3123259109089306,1.68820005653099,0.02699020468032824,0.0,6,0,-0.14285714285714288,0.1707030763794771,1.938508276214371,0.013976072102765162,0.14166666666666672,2,1,0.5,0.5597682543539757,1.3578447441969552,0.08050425280659043,0.0
Dreyer2023,3,7,27,240,5,0.9583333333333333,0.46249999999999986,0.6917;0.6792;0.4958;0.5375;0.7250;0.9583;0.7375,0,0,-0.3214285714285715,0.8902937722164349,0.5331939748413551,0.0787372936743389,0.2666666666666666,5,1,0.5714285714285715,0.7957388853916533,0.8001151843406096,0.06814796124005856,0.0,5,1,0.8214285714285715,0.9961800120571684,0.030395412490091818,0.20214093970611394,0.0
Dreyer2023,4,7,27,240,0,0.6791666666666666,0.15833333333333321,0.6792;0.6667;0.6458;0.5208;0.6583;0.6667;0.6208,0,1,0.18018749253911182,0.5240492962169587,1.4502087060130078,0.04619014385092601,0.0,0,1,0.4865062298556019,0.19994331433169704,1.898082961020698,0.016729618190562175,0.0,4,0,0.3243374865704013,0.38295827591420933,1.5792957268828907,0.07343750770155225,0.02083333333333326
Dreyer2023,5,7,27,240,1,0.7208333333333332,0.23333333333333323,0.5292;0.7208;0.5250;0.5208;0.4875;0.5167;0.5000,2,0,0.4504687313477795,0.29599315355885614,1.6354776717007997,0.03511618100257663,0.1958333333333333,0,0,0.28571428571428575,0.36771658099916094,1.7891710240829761,0.02859355652399705,0.19166666666666665,1,1,0.8571428571428573,0.8379305528564451,0.690345085555418,0.10068386801664647,0.0
Dreyer2023,6,7,27,240,1,0.8208333333333334,0.3041666666666667,0.5750;0.8208;0.5583;0.5167;0.6542;0.5167;0.5333,0,0,0.7567874686642696,0.253578524540851,1.8544208060120337,0.02027094578663058,0.24583333333333346,4,0,0.16216874328520064,0.20853827787776968,1.90386747345962,0.024131947669451884,0.16666666666666674,1,1,0.7748062179181807,0.8821996647103396,0.5029013550290136,0.10231238267498799,0.0
Dreyer2023,7,7,27,240,0,0.7916666666666667,0.2791666666666668,0.7917;0.6125;0.5792;0.5458;0.5875;0.5958;0.5125,0,1,0.7857142857142859,0.5218984365067779,1.5012205517837958,0.04474126478126587,0.0,0,1,0.28571428571428575,0.2178908965463513,1.8967032959118157,0.020102951250140416,0.0,0,1,0.8928571428571429,0.49736126061573477,1.4473759803788384,0.09941411517756552,0.0
Dreyer2023,8,7,27,240,0,0.675,0.19583333333333336,0.6750;0.6083;0.5708;0.5750;0.6042;0.4792;0.5000,4,0,-0.2702812388086677,0.30451967089902776,1.8367192770834109,0.019596196153547723,0.0708333333333333,1,0,0.10714285714285716,0.2436099120202297,1.8525422825868203,0.02464776942196041,0.06666666666666676,0,1,0.9285714285714288,0.5357190197077969,1.3461741875121367,0.07944822043415573,0.0
Dreyer2023,9,7,27,240,2,0.8166666666666667,0.25416666666666665,0.6417;0.6542;0.8167;0.5625;0.6208;0.7208;0.5625,6,0,-0.3090909090909091,0.3588696360221643,1.5832466362766513,0.03750528166679986,0.25416666666666665,2,1,0.3783937343321348,0.28012222988970414,1.8739217108583808,0.024615667343588412,0.0,2,1,0.7748062179181807,0.5752424352899256,1.3282747637200385,0.09203955439208611,0.0
Dreyer2023,10,7,27,240,2,0.9,0.3208333333333334,0.6167;0.8083;0.9000;0.6292;0.7417;0.8375;0.5792,3,0,-0.11118739749916519,0.2639416804481175,1.7587193891941784,0.02199528553437798,0.27083333333333337,2,1,0.3214285714285715,0.2374269434533567,1.9027219180712998,0.024361233070607276,0.0,2,1,0.9642857142857145,0.9541115180089459,0.2379987942873417,0.18414483704349563,0.0
Dreyer2023,11,7,27,240,2,0.6958333333333333,0.18333333333333335,0.5792;0.6292;0.6958;0.5125;0.5208;0.5917;0.5708,3,0,-0.8214285714285715,0.2435085413463797,1.8386844816418473,0.019053329253939877,0.18333333333333335,5,0,-0.14285714285714288,0.22087295001304189,1.9204912256786568,0.019417742648030326,0.10416666666666663,2,1,0.8214285714285715,0.41482291921078995,1.536304210047553,0.10385673893509836,0.0
Dreyer2023,12,7,27,240,0,0.7291666666666666,0.24166666666666664,0.7292;0.6042;0.5250;0.4875;0.5167;0.5583;0.6292,0,1,0.14285714285714288,0.47216192897009146,1.587155178478057,0.039767664935219514,0.0,5,0,0.21428571428571433,0.2675493380675278,1.883911226063205,0.025337936328066753,0.17083333333333328,0,1,0.6785714285714287,0.6174496449521717,1.098374028164312,0.09615217334075063,0.0
Dreyer2023,13,7,27,240,1,0.6791666666666666,0.22083333333333327,0.6042;0.6792;0.4958;0.6042;0.6083;0.4583;0.5833,3,0,0.07207499701564472,0.2813451092204254,1.7926547853905013,0.022448990939553104,0.07499999999999984,1,1,0.14414999403128945,0.1781810083510139,1.932734539562472,0.01575520209977377,0.0,3,0,0.6306562238868914,0.34869777304438987,1.6379707056442594,0.07417699564628244,0.07499999999999984
Dreyer2023,14,7,27,240,1,0.625,0.16666666666666669,0.5167;0.6250;0.4583;0.5667;0.6250;0.5542;0.5042,5,0,-0.6666937223947137,0.4134701715721651,1.677270758303927,0.030577517665383303,0.07083333333333341,0,0,-0.4504687313477795,0.17650168134107447,1.926233895309931,0.015774824269700845,0.10833333333333328,1,1,0.7207499701564473,0.4283048713689177,1.609858313423925,0.0631577088394294,0.0
Dreyer2023,15,7,27,240,1,0.7750000000000001,0.2500000000000001,0.5875;0.7750;0.5542;0.5250;0.6542;0.6083;0.5792,3,0,-0.25,0.24544842161667105,1.734718503939291,0.030734145374094208,0.2500000000000001,3,0,-0.28571428571428575,0.21392191199306237,1.8817699507583672,0.022412992995363753,0.2500000000000001,1,1,0.5714285714285715,0.846222107446978,0.5955510224275076,0.13762701801773738,0.0
Dreyer2023,16,7,27,240,5,0.6083333333333333,0.10416666666666663,0.5833;0.6083;0.5250;0.5042;0.5667;0.6083;0.5250,4,0,0.34545454545454546,0.33827952309221754,1.6884297091199991,0.02418269761504921,0.04166666666666663,4,0,0.34235623582431246,0.2352933241709773,1.9083822539550095,0.02267812722044381,0.04166666666666663,1,0,0.3243374865704013,0.2469286199862249,1.8765902248131532,0.07292841392084376,1.1102230246251565e-16
Dreyer2023,17,7,27,240,1,0.6375000000000001,0.1625000000000001,0.6042;0.6375;0.5750;0.6292;0.4750;0.5875;0.5125,1,1,0.0,0.64178694941027,1.2711568919922531,0.055029024083801316,0.0,2,0,-0.03571428571428572,0.2043306286119418,1.9251581314171078,0.017454243986511693,0.06250000000000011,0,0,0.4642857142857144,0.23209777502852896,1.762718572664317,0.07692163863208057,0.03333333333333344
Dreyer2023,18,7,27,240,1,0.9,0.4375,0.6500;0.9000;0.6000;0.5708;0.8833;0.5417;0.4625,0,0,-0.39285714285714296,0.4715506250847836,1.4396313129613083,0.04119361437167668,0.2500000000000001,1,1,0.42857142857142866,0.3599279112176817,1.7629417272562273,0.029280798041199246,0.0,4,0,0.9642857142857145,0.5309695133849824,0.7822797138973422,0.16033177389928305,0.016666666666666607
Dreyer2023,19,7,27,240,1,0.9541666666666666,0.33333333333333326,0.7583;0.9542;0.6542;0.6875;0.8917;0.6542;0.6208,1,1,-0.03571428571428572,0.4215778325115445,1.5751864122185149,0.03873089599606624,0.0,1,1,0.6785714285714287,0.383263855050386,1.4452816149044856,0.04741897354797767,0.0,1,1,0.7500000000000002,0.9990941988025153,0.007309480694623741,0.28378310473493173,0.0
Dreyer2023,20,7,27,240,1,0.8625,0.2333333333333334,0.7833;0.8625;0.7167;0.6333;0.8167;0.6625;0.6292,1,1,0.7500000000000002,0.6239276550419203,1.1431235629144623,0.06391078340549831,0.0,1,1,0.8571428571428573,0.6471875750488244,1.256994813659873,0.05407744053620044,0.0,4,0,0.7857142857142859,0.9702148392954928,0.16576496560942505,0.17244136340243635,0.04583333333333339
Dreyer2023,21,7,27,240,4,0.7208333333333334,0.1875000000000001,0.6250;0.5833;0.6417;0.7167;0.7208;0.5333;0.5583,0,0,-0.09009374626955591,0.30261953620274934,1.7970196255928466,0.02649180054915205,0.09583333333333344,6,0,-0.07142857142857144,0.2038200172396817,1.9188867365259985,0.02023072218345551,0.1625000000000001,4,1,0.9642857142857145,0.5390568542898487,1.4054980072731698,0.10547887548938309,0.0
Dreyer2023,22,7,27,240,2,0.9125,0.3375,0.7500;0.6542;0.9125;0.5750;0.5917;0.6167;0.5875,0,0,0.34235623582431246,0.4206287781518426,1.663770782908847,0.030806356386379335,0.1625000000000001,0,0,0.42857142857142866,0.28981734270136156,1.8642009115504172,0.028244489370847253,0.1625000000000001,2,1,0.7500000000000002,0.998045997324387,0.016251662439482503,0.20805827164942117,0.0
Dreyer2023,23,7,27,240,1,0.7125,0.24166666666666664,0.5542;0.7125;0.6667;0.5167;0.5750;0.4875;0.4708,2,0,0.5714285714285715,0.2541089979189805,1.781495473151336,0.025554755341273605,0.04583333333333339,0,0,0.642857142857143,0.28961438904192144,1.8696837768603778,0.023749898106665664,0.15833333333333333,1,1,0.42857142857142866,0.656507151744998,1.1067896580758834,0.11265622968956024,0.0
Dreyer2023,24,7,27,240,1,0.9,0.21250000000000002,0.7125;0.9000;0.7542;0.8458;0.8375;0.6875;0.7708,1,1,0.21428571428571433,0.42173893388299805,1.6705961226937012,0.03400069717520634,0.0,1,1,0.6071428571428572,0.2010448995239833,1.9123839917347465,0.018519398760993618,0.0,1,1,0.8571428571428573,0.8336369688333208,0.610730963156546,0.1922070600488929,0.0
Dreyer2023,25,7,27,240,1,0.8916666666666666,0.35416666666666663,0.6292;0.8917;0.8083;0.6375;0.8667;0.6542;0.5375,0,0,0.0,0.2649433892278269,1.7877963008687872,0.029859896699579336,0.26249999999999996,4,0,0.6785714285714287,0.26994309809573847,1.8498584256729487,0.03127866612863741,0.0249999999999998,1,1,0.9642857142857145,0.9390336099060209,0.2662329999326927,0.21986835662591722,0.0
Dreyer2023,26,7,27,240,2,0.7125,0.20000000000000007,0.5125;0.6917;0.7125;0.6042;0.5250;0.7083;0.5833,6,0,-0.1785714285714286,0.4585713022588705,1.5975767340517302,0.03611076157098273,0.12916666666666665,4,0,-0.07142857142857144,0.23761269246568242,1.8832551852409383,0.022936742362656526,0.1875,2,1,0.7142857142857144,0.568397028246037,1.268088668545568,0.1115775459909484,0.0
Dreyer2023,27,7,27,240,0,0.5625,0.11249999999999999,0.5625;0.5167;0.5458;0.5458;0.4500;0.5250;0.5042,2,0,-0.03603749850782236,0.5262499492695455,1.3955901152934425,0.041553425608202854,0.01666666666666672,1,0,-0.5765999761251578,0.1887107491827958,1.9133128111803301,0.014679764391909178,0.04583333333333328,5,0,0.6306562238868914,0.35802023429115704,1.6513400935333298,0.08943811939020169,0.03749999999999998
Dreyer2023,28,7,27,240,1,0.6708333333333334,0.21250000000000002,0.6000;0.6708;0.4583;0.5583;0.5000;0.4667;0.5500,6,0,-0.42857142857142866,0.32613122533854827,1.7685397199145796,0.030031821485006455,0.12083333333333346,5,0,0.3214285714285715,0.1901679804079582,1.9212240202435322,0.016458089606228306,0.20416666666666677,5,0,-0.21428571428571433,0.29427193425957515,1.8106887660976918,0.05979649891103764,0.20416666666666677
Dreyer2023,29,7,27,240,1,0.6791666666666666,0.15833333333333321,0.5333;0.6792;0.5208;0.5333;0.6042;0.5250;0.6000,6,0,0.2702812388086677,0.4466396323417137,1.4049525750530356,0.047007652367087115,0.07916666666666661,0,0,-0.10714285714285716,0.18866179357056234,1.9312047230581946,0.017168163439638923,0.14583333333333315,1,1,0.3214285714285715,0.4567322708932883,1.5644509566583475,0.06611361044714692,0.0
Dreyer2023,30,7,27,240,1,0.6375,0.19583333333333325,0.6250;0.6375;0.6042;0.5375;0.5042;0.4417;0.5542,3,0,0.03571428571428572,0.4220484454099353,1.6963234196475678,0.030609948423427385,0.09999999999999987,3,0,-0.642857142857143,0.20236722211421948,1.9185941005646794,0.019833063896576145,0.09999999999999987,0,0,0.8571428571428573,0.519056260200819,1.460846550291366,0.09121949720807396,0.012499999999999956
Dreyer2023,31,7,27,240,0,0.8208333333333334,0.3583333333333334,0.8208;0.6833;0.5792;0.5750;0.6083;0.4625;0.5292,6,0,-0.3214285714285715,0.3374991840572373,1.7277754007490607,0.034437935003128896,0.29166666666666674,6,0,-0.39285714285714296,0.1821828709168685,1.9244137126906278,0.014644242071474078,0.29166666666666674,0,1,0.642857142857143,0.973514766270318,0.16430166289411324,0.13423518424428665,0.0
Dreyer2023,32,7,27,240,0,0.7375,0.21250000000000002,0.7375;0.7125;0.5958;0.5250;0.6500;0.5250;0.5458,3,0,0.07142857142857144,0.334264734867877,1.7886987962552452,0.026351608950627048,0.21250000000000002,5,0,-0.03571428571428572,0.16024859116977602,1.9376253110194177,0.014882157945697184,0.2124999999999999,1,0,0.7142857142857144,0.4272147762609408,1.6132966063770078,0.10049702769843344,0.025000000000000022
Dreyer2023,33,7,27,240,4,0.775,0.22083333333333344,0.5542;0.7083;0.7625;0.6125;0.7750;0.7292;0.5917,3,0,-0.14285714285714288,0.3899997157014018,1.6441297583030403,0.03641744619445649,0.16249999999999998,5,0,0.3571428571428572,0.18749603698275136,1.9156097292399419,0.016496367949373644,0.04583333333333328,2,0,0.6071428571428572,0.5394240282785983,1.280119784127561,0.1244905089160682,0.012500000000000067
Dreyer2023,34,7,27,240,0,0.7375,0.2250000000000001,0.7375;0.5625;0.5958;0.6125;0.5125;0.5417;0.5792,4,0,-0.396412483586046,0.5742878781194132,1.2760110510806748,0.04831772034124748,0.2250000000000001,4,0,-0.1785714285714286,0.21076427906011544,1.8979097225725405,0.022555620763530706,0.2250000000000001,0,1,0.8928571428571429,0.433347953086475,1.5719476929149205,0.08677939356764144,0.0
Dreyer2023,35,7,27,240,1,0.9041666666666668,0.30000000000000016,0.6042;0.9042;0.7167;0.7792;0.7958;0.6417;0.6292,1,1,0.6785714285714287,0.2922534672417453,1.700503923547322,0.030313950907680038,0.0,1,1,0.642857142857143,0.39611603226430653,1.4466977508163434,0.0488993574340782,0.0,1,1,0.642857142857143,0.9784940812337393,0.13259662713232231,0.1698481516372314,0.0
Dreyer2023,36,7,27,240,6,0.7333333333333333,0.22083333333333333,0.5917;0.6083;0.6292;0.5125;0.6125;0.6292;0.7333,0,0,-0.5909090909090909,0.3478942076195996,1.5726237131955583,0.036314105217780966,0.1416666666666666,3,0,-0.8648999641877367,0.20816696098754467,1.917718726972788,0.02345718754635689,0.22083333333333333,1,0,-0.7748062179181807,0.690942464802652,1.1217763924136515,0.08797098228853395,0.1250000000000001
Dreyer2023,37,7,27,240,4,0.6583333333333333,0.1416666666666666,0.5500;0.6500;0.5625;0.6250;0.6583;0.6500;0.5167,0,0,-0.4272727272727273,0.43803158533947206,1.4445841559828325,0.038898106050309744,0.10833333333333328,2,0,-0.396412483586046,0.1956315155378,1.9084338585848655,0.018043708216913187,0.09583333333333321,1,0,0.6666937223947137,0.49151873444820976,1.337817651246791,0.10762647401872064,0.008333333333333304
Dreyer2023,38,7,27,240,2,0.6958333333333333,0.22499999999999998,0.6500;0.5750;0.6958;0.6458;0.5292;0.5000;0.4708,3,0,0.6071428571428572,0.29306184616283637,1.8525941697563275,0.020326480529665385,0.04999999999999993,0,0,0.28571428571428575,0.2642696073981778,1.879097217241402,0.02419011152712098,0.04583333333333339,2,1,0.7857142857142859,0.7270468927213978,1.0208753717358294,0.12111443797470073,0.0
Dreyer2023,39,7,27,240,2,0.9041666666666666,0.35,0.6458;0.8333;0.9042;0.6167;0.7250;0.7375;0.5542,5,0,-0.03603749850782236,0.342757842132332,1.6146151939075435,0.03146631707666062,0.16666666666666652,2,1,0.5714285714285715,0.30936602413512415,1.8441751112140985,0.03178990438844939,0.0,2,1,0.6785714285714287,0.7579811358428233,0.6440665657310012,0.14239720528020522,0.0
Dreyer2023,40,7,27,232,6,0.5864014801110083,0.08649398704902866,0.5612;0.5778;0.5689;0.4999;0.5691;0.5560;0.5864,4,0,0.03571428571428572,0.3212224833557286,1.7595152954178268,0.027837922741771475,0.017298797409805777,3,0,-0.42857142857142866,0.17366763513046965,1.9194682936985532,0.016632218130171822,0.08649398704902866,1,0,0.0,0.4066734005166143,1.476472629300674,0.08971166860386554,0.008603145235892673
Dreyer2023,41,7,27,240,1,0.7166666666666667,0.22916666666666669,0.5292;0.7167;0.5875;0.4875;0.5875;0.5083;0.5708,4,0,0.12613124477737828,0.3166794713443912,1.8318760799902118,0.027156964293359936,0.12916666666666665,1,1,0.702731220902536,0.18104032248601215,1.9197247855186828,0.018686414091715228,0.0,2,0,0.25226248955475655,0.4407062462068113,1.6429997112175458,0.07621093629302064,0.12916666666666665
Dreyer2023,42,7,27,240,1,0.6583333333333334,0.17083333333333345,0.5833;0.6583;0.5250;0.5250;0.5083;0.5208;0.4875,2,0,-0.36037498507822363,0.24425012180463201,1.8360722633210484,0.01886265058237953,0.1333333333333333,1,1,0.39285714285714296,0.23529134696461484,1.9036299643395356,0.019647973814168194,0.0,2,0,0.6071428571428572,0.4013901474997344,1.415443909844323,0.0865241486237597,0.1333333333333333
Dreyer2023,43,7,27,240,0,0.8041666666666668,0.3250000000000002,0.8042;0.6417;0.5292;0.4792;0.4958;0.5208;0.5208,2,0,-0.07142857142857144,0.5143283281675411,1.5493394954362212,0.03791388926290747,0.27500000000000013,4,0,0.28571428571428575,0.2110620251415416,1.907363959513313,0.02199700166052288,0.3083333333333334,0,1,0.6785714285714287,0.6177197457870384,0.7576620597440052,0.10528635381319029,0.0
Dreyer2023,44,7,27,240,2,0.5833333333333334,0.10000000000000009,0.5625;0.5708;0.5833;0.4833;0.5500;0.5000;0.4917,1,0,0.42857142857142866,0.3432779712492693,1.772089551054114,0.025446539301684945,0.012499999999999956,0,0,0.14285714285714288,0.2349147833922009,1.8897952438992751,0.02230185856924903,0.02083333333333337,5,0,0.0,0.27230269071990726,1.7867311055943411,0.07039398180665599,0.08333333333333337
Dreyer2023,45,7,27,240,1,0.6208333333333333,0.10416666666666674,0.6125;0.6208;0.5167;0.5750;0.5833;0.5250;0.5208,3,0,-0.7142857142857144,0.5401823103075398,1.4266225827019114,0.043598431142791716,0.04583333333333328,2,0,-0.42857142857142866,0.19223532068025273,1.9204920687467772,0.01916261256174999,0.10416666666666674,1,1,0.8571428571428573,0.2469863462569445,1.844754291552702,0.06122349659037102,0.0
Dreyer2023,46,7,27,240,0,0.6125,0.12916666666666665,0.6125;0.6000;0.4958;0.5750;0.5333;0.4833;0.5125,0,1,0.03571428571428572,0.6714840866361809,1.1363759535965297,0.050063207521622376,0.0,0,1,0.7142857142857144,0.26137496778927366,1.7990335423078652,0.028331611457355348,0.0,2,0,0.14285714285714288,0.3666015113071663,1.7219973937764776,0.059575851678282055,0.11666666666666675
Dreyer2023,47,7,27,240,0,0.6666666666666666,0.25833333333333325,0.6667;0.6042;0.5833;0.4083;0.6208;0.4958;0.5208,4,0,0.48181205582971587,0.3982002296058329,1.6481340135448044,0.02949888435586819,0.04583333333333328,0,1,0.642857142857143,0.18824187614618967,1.9168845058563804,0.01899230285386316,0.0,4,0,0.25,0.3855664278114558,1.672830501942041,0.07611173274335828,0.04583333333333328
Dreyer2023,48,7,27,240,5,0.7958333333333334,0.1708333333333334,0.6250;0.7250;0.6333;0.7458;0.7375;0.7958;0.7875,1,0,0.3214285714285715,0.2804517665498883,1.7574912963612692,0.03814820193562888,0.07083333333333341,6,0,0.5357142857142858,0.2000360398975365,1.8922199724975004,0.02684818585853194,0.008333333333333415,5,1,0.7857142857142859,0.47788382042395416,1.4031696786555838,0.1081694441866119,0.0
Dreyer2023,49,7,27,240,5,0.7833333333333333,0.3291666666666667,0.5042;0.7500;0.4542;0.5167;0.7667;0.7833;0.6500,2,0,0.1785714285714286,0.3570067784213132,1.657181792878982,0.03308902277137434,0.3291666666666667,0,0,-0.10714285714285716,0.17634494324407424,1.9263440575808035,0.015370428859374851,0.2791666666666667,5,1,0.9642857142857145,0.8417457594751341,0.5526045055675017,0.12663551133236997,0.0
Dreyer2023,50,7,27,240,1,0.6666666666666667,0.21666666666666673,0.4583;0.6667;0.4792;0.4667;0.4625;0.4625;0.4500,2,0,0.198206241793023,0.30985724778918544,1.8189464097704935,0.020765455861899706,0.1875000000000001,6,0,-0.34235623582431246,0.19499754438448635,1.9268385345989874,0.01738051584337979,0.21666666666666673,3,0,0.7387687194103585,0.5660080974163465,1.4251954065674461,0.08514960764852975,0.20000000000000012
Dreyer2023,51,7,27,240,3,0.6916666666666667,0.16666666666666663,0.5667;0.5333;0.6708;0.6917;0.6500;0.5250;0.5417,1,0,-0.21428571428571433,0.20433483228155963,1.916598398166672,0.011228362212796958,0.15833333333333321,6,0,-0.5714285714285715,0.19331732073053695,1.9262469534983095,0.02361154085111516,0.15000000000000002,2,0,0.4642857142857144,0.27002243972687984,1.641067158712846,0.06926470938449053,0.02083333333333326
Dreyer2023,52,7,27,240,2,0.8125,0.3291666666666667,0.5542;0.7917;0.8125;0.5292;0.6542;0.6958;0.4833,2,1,0.12613124477737825,0.4862947238779282,1.5529179770458077,0.03577243134375271,0.0,2,1,0.3214285714285715,0.21866834684580091,1.8993148480034043,0.023067876092680566,0.0,1,0,0.9285714285714288,0.511892241228864,1.3657962326878739,0.11976832214767388,0.02083333333333337
Dreyer2023,53,7,27,240,0,0.6875,0.16249999999999987,0.6875;0.6292;0.5708;0.5250;0.5917;0.5667;0.5458,3,0,-0.21428571428571433,0.6901849342887413,1.1638974626210052,0.04578773104042496,0.16249999999999987,0,1,0.42857142857142866,0.2106981457063536,1.9013754172042818,0.021307701465772502,0.0,5,0,-0.7500000000000002,0.3514852698254411,1.7628817238024388,0.08753096015170056,0.12083333333333335
Dreyer2023,54,7,27,240,1,0.6458333333333333,0.13749999999999996,0.6375;0.6458;0.5375;0.5792;0.5083;0.5125;0.5667,5,0,-0.3214285714285715,0.2912050001198512,1.8148276935040037,0.02309577294405507,0.1333333333333333,3,0,0.4642857142857144,0.20395971241894825,1.912434306012416,0.019440528359399887,0.06666666666666665,0,0,0.8571428571428573,0.3248504698103172,1.632619497845523,0.08620652770906206,0.008333333333333304
Dreyer2023,55,7,27,240,1,0.9416666666666667,0.3583333333333333,0.6750;0.9417;0.8917;0.5833;0.9083;0.6542;0.5958,1,1,0.42857142857142866,0.349008087000819,1.6524060035231303,0.03733366796932754,0.0,1,1,0.5,0.3567841810793697,1.7426555776662933,0.034212408801056186,0.0,1,1,0.8214285714285715,0.9429386177567379,0.23718753876152504,0.24583051062249905,0.0
Dreyer2023,56,7,27,240,1,0.9875,0.17083333333333328,0.9667;0.9875;0.8583;0.9500;0.8167;0.8625;0.8667,2,0,-0.28571428571428575,0.35370601823164805,1.6917599280879252,0.03850682672133695,0.12916666666666687,1,1,0.642857142857143,0.9706740277324442,0.18371626031317878,0.0948666501918193,0.0,1,1,0.9285714285714288,0.9986686338227188,0.010550849381659679,0.37965893924724653,0.0
Dreyer2023,57,7,27,240,1,0.7916666666666667,0.3291666666666667,0.4875;0.7917;0.4833;0.5458;0.4917;0.4625;0.5458,2,0,0.05910828046793255,0.579806315912901,1.4163655368275891,0.03488452352263405,0.30833333333333335,2,0,-0.28571428571428575,0.19650731423413237,1.9252074498708913,0.01826739504033734,0.30833333333333335,1,1,0.6071428571428572,0.6576861395180936,1.1433470241038757,0.07039763442770686,0.0
Dreyer2023,58,7,27,240,6,0.775,0.1958333333333333,0.6875;0.5958;0.5875;0.5792;0.7042;0.7208;0.7750,6,1,0.21428571428571433,0.2612491963570224,1.8735838034003987,0.01607758898910716,0.0,1,0,0.5357142857142858,0.2502008148422851,1.8570454518119592,0.02406140739799696,0.1791666666666667,6,1,0.7857142857142859,0.3661732099485873,1.5227925523286894,0.10467193627315191,0.0
Dreyer2023,59,7,27,160,4,0.675,0.13750000000000007,0.6188;0.6500;0.5687;0.6125;0.6750;0.5375;0.6062,5,0,-0.7142857142857144,0.2654888807592004,1.805171937668337,0.028595569870349207,0.13750000000000007,4,1,0.6785714285714287,0.32142248039860083,1.737511631108031,0.03560253287039256,0.0,1,0,0.39285714285714296,0.4343527880132064,1.4958346972339769,0.13464018652006113,0.025000000000000022
Dreyer2023,60,7,27,240,3,0.6166666666666667,0.08750000000000002,0.6000;0.5292;0.5583;0.6167;0.5375;0.5417;0.5792,5,0,0.5225437283634242,0.3965329777007781,1.7216371579485323,0.02762711199696355,0.07500000000000007,3,1,0.1785714285714286,0.22675922715187968,1.9105113004942773,0.020673757689824025,0.0,3,1,0.8928571428571429,0.27006826999932826,1.7293907451658395,0.08932647006573383,0.0
Dreyer2023,61,7,27,240,2,0.8625,0.38333333333333336,0.5458;0.8333;0.8625;0.4792;0.7375;0.7292;0.5833,1,0,0.8928571428571429,0.5163427165043093,1.4278381007416554,0.04106747745213742,0.029166666666666674,5,0,0.42857142857142866,0.20918474322586347,1.9068995037887233,0.019622169307924927,0.1333333333333333,2,1,0.8928571428571429,0.9696317891275977,0.15755097187452866,0.16034110206138127,0.0
Dreyer2023,62,7,27,240,1,0.9125,0.4458333333333333,0.6208;0.9125;0.5750;0.5458;0.7375;0.5417;0.4667,3,0,0.30631873731649006,0.6070336252971099,1.33063185778868,0.03970852595337737,0.3666666666666666,1,1,0.8928571428571429,0.4375321560194296,1.648583221171009,0.03642460370596306,0.0,1,1,0.39285714285714296,0.9823740537229243,0.1081405563754869,0.16817605091999205,0.0
Dreyer2023,63,7,27,240,5,0.6916666666666667,0.21666666666666656,0.5500;0.6750;0.6583;0.5500;0.4750;0.6917;0.5083,1,0,0.635763953205751,0.24036898947322996,1.9011681019974063,0.01179950981519462,0.016666666666666607,1,0,0.594618725379069,0.18398533780381512,1.8992951710600399,0.01977072399070375,0.016666666666666607,1,0,0.6486749731408026,0.3238650225425277,1.7083990913243576,0.06523427584073652,0.016666666666666607
